image_id,antelope,bat,beaver,bobcat,buffalo,chihuahua,chimpanzee,collie,dalmatian,german+shepherd,grizzly+bear,hippopotamus,horse,killer+whale,mole,moose,mouse,otter,ox,persian+cat,raccoon,rat,rhinoceros,seal,siamese+cat,spider+monkey,squirrel,walrus,weasel,wolf
Img-15.jpg,2.90E-07,1.76E-07,6.47E-06,4.45E-06,1.58E-07,9.71E-07,1.48E-07,6.50E-07,6.87E-06,9.91E-09,3.28E-06,2.73E-05,7.61E-08,1.12E-06,5.27E-07,5.90E-07,4.40E-07,0.006237356,8.66E-08,1.78E-06,3.64E-05,1.28E-06,1.33E-06,0.993529379,5.91E-07,3.25E-08,2.60E-06,0.00013426,9.10E-07,2.97E-07
Img-16.jpg,1.65E-05,8.58E-06,2.73E-05,0.000164582,2.05E-06,5.04E-06,1.05E-06,1.90E-06,4.42E-05,7.31E-07,7.37E-07,6.79E-07,5.09E-07,3.60E-06,0.00014423,2.67E-06,0.11870838,0.00115289,2.23E-07,2.82E-05,0.002495443,8.58E-05,8.40E-07,7.75E-07,0.000143573,3.81E-06,0.000212019,5.05E-07,0.876738906,4.31E-06
Img-17.jpg,8.24E-06,3.02E-07,7.23E-07,5.80E-06,1.94E-06,2.18E-05,6.16E-07,0.000787806,0.000205253,0.998550534,4.19E-06,4.38E-07,3.78E-06,1.33E-06,2.26E-07,2.77E-05,1.43E-06,3.70E-07,1.22E-06,1.02E-06,8.36E-07,2.19E-06,5.56E-08,8.76E-09,0.000356212,1.65E-06,5.19E-06,1.48E-07,9.01E-07,7.97E-06
Img-18.jpg,6.20E-10,1.51E-09,6.97E-08,6.60E-08,3.29E-08,2.11E-08,1.35E-07,6.25E-07,1.36E-08,2.09E-08,0.999998093,1.77E-09,3.49E-08,8.04E-09,1.51E-08,3.35E-08,1.20E-10,1.02E-06,1.93E-08,1.00E-08,4.61E-08,1.25E-09,4.56E-09,4.56E-08,5.46E-08,2.68E-09,4.54E-09,7.17E-08,1.20E-09,3.79E-08
Img-19.jpg,0.284586042,2.46E-05,0.007980069,6.15E-06,3.83E-05,6.37E-07,2.20E-05,6.86E-07,8.22E-07,8.90E-07,0.000135073,0.000142524,2.20E-06,8.01E-05,1.09E-05,0.706159115,1.34E-07,0.000463615,1.39E-05,6.38E-08,1.30E-05,6.36E-06,9.22E-05,1.35E-06,3.69E-07,0.000159677,1.72E-06,3.51E-05,1.77E-06,2.07E-05
Img-20.jpg,1.08E-07,9.26E-08,8.82E-08,3.09E-07,0.99985981,6.06E-08,3.70E-07,1.88E-07,1.55E-07,6.83E-07,2.39E-06,6.47E-07,9.50E-06,3.34E-07,1.04E-07,0.000119425,1.16E-07,6.27E-08,3.17E-06,1.03E-07,5.54E-08,1.67E-08,5.88E-07,5.01E-08,8.50E-08,9.04E-08,5.87E-08,1.17E-06,4.77E-08,2.84E-07
Img-21.jpg,3.82E-07,8.56E-06,9.05E-08,1.48E-06,5.28E-07,1.62E-05,1.98E-07,0.003196725,1.01E-05,0.996738017,1.28E-06,1.32E-07,1.99E-06,4.03E-07,1.57E-07,2.58E-06,3.25E-08,5.50E-07,4.05E-07,6.82E-06,1.04E-07,1.15E-07,1.24E-08,9.99E-10,4.97E-06,6.02E-07,2.83E-08,2.77E-08,3.37E-07,7.02E-06
Img-22.jpg,7.97E-05,2.92E-06,4.52E-06,6.08E-05,0.026865486,4.72E-06,1.17E-05,3.39E-05,2.32E-05,1.94E-05,0.000417883,0.001290287,0.001049083,0.000115529,5.59E-06,0.002420421,4.42E-07,0.000179668,0.000845138,1.53E-05,3.16E-06,1.48E-06,0.965651631,0.00048593,8.48E-05,2.23E-06,2.75E-06,0.000311345,2.26E-06,8.53E-06
Img-23.jpg,1.81E-08,3.99E-10,1.07E-09,1.19E-08,1.79E-08,1.05E-07,1.50E-08,2.47E-07,1,2.20E-08,1.34E-09,3.49E-08,3.48E-08,4.90E-09,2.64E-09,8.69E-10,1.78E-07,2.14E-09,1.13E-09,2.01E-09,7.44E-10,8.41E-09,9.38E-09,1.32E-08,1.60E-09,1.36E-09,4.36E-09,9.87E-10,1.10E-08,3.54E-09
Img-24.jpg,1.47E-08,9.36E-10,2.78E-08,7.01E-08,2.42E-09,2.07E-07,1.89E-08,6.52E-07,0.999996185,2.42E-06,1.18E-08,9.94E-08,3.99E-07,6.53E-08,4.29E-09,2.24E-07,1.00E-08,2.94E-09,5.53E-09,5.22E-09,2.75E-08,4.61E-08,1.22E-07,5.84E-09,1.04E-08,5.28E-09,1.75E-09,4.70E-09,8.73E-09,1.47E-08
Img-25.jpg,4.74E-09,2.70E-07,4.79E-08,0.000167256,3.04E-08,3.88E-07,2.85E-07,2.99E-07,1.20E-08,5.13E-06,3.42E-09,7.85E-09,1.10E-07,1.37E-07,6.62E-08,1.80E-08,4.39E-07,9.12E-08,3.34E-08,0.99289,2.40E-06,4.23E-07,9.80E-08,4.88E-08,0.006929837,1.42E-07,1.14E-06,6.37E-09,1.28E-07,9.00E-07
Img-26.jpg,1.63E-10,1.28E-08,3.10E-10,1.42E-07,5.04E-09,5.29E-09,9.28E-09,1.43E-08,8.71E-11,7.00E-09,1.40E-10,3.89E-10,1.59E-09,3.42E-09,5.15E-10,1.38E-10,5.48E-09,1.71E-10,2.17E-09,0.999996185,1.49E-08,1.55E-09,1.67E-08,1.14E-09,4.17E-06,2.14E-08,6.06E-08,2.39E-10,1.55E-09,6.08E-09
Img-27.jpg,3.00E-09,1.33E-06,2.87E-09,1.36E-06,1.22E-08,3.18E-07,1.22E-08,5.38E-09,8.70E-10,1.71E-08,6.87E-09,3.28E-08,8.19E-09,2.81E-08,1.31E-08,5.02E-10,8.83E-09,3.64E-08,2.59E-08,0.99971205,1.65E-08,4.13E-08,9.56E-09,7.13E-09,0.000284474,4.87E-08,2.36E-08,1.62E-08,6.78E-08,5.05E-09
Img-28.jpg,3.78E-08,2.62E-09,8.91E-08,2.17E-08,3.60E-10,2.85E-08,3.08E-08,3.57E-08,4.58E-09,9.72E-10,3.57E-09,2.25E-08,1.44E-08,1.73E-08,2.44E-08,4.40E-09,1.34E-07,5.04E-08,1.48E-10,5.91E-09,4.54E-08,2.62E-07,3.08E-09,1.90E-08,3.60E-09,1.15E-07,0.999998093,1.09E-09,1.92E-07,9.63E-09
Img-29.jpg,2.94E-10,3.08E-08,1.00E-08,2.56E-08,2.89E-09,4.13E-05,2.95E-08,1.06E-05,1.51E-07,7.40E-07,2.31E-09,1.04E-07,5.17E-08,1.70E-07,1.81E-07,2.13E-08,4.54E-07,3.63E-08,2.13E-09,0.999933243,3.32E-09,4.91E-07,1.32E-08,9.39E-08,1.21E-05,3.69E-08,5.43E-08,4.44E-07,8.02E-09,2.15E-08
Img-30.jpg,4.05E-07,4.16E-07,1.60E-08,4.88E-07,9.05E-09,2.86E-06,1.81E-08,6.61E-07,5.12E-07,4.47E-06,1.96E-08,7.82E-09,1.30E-08,2.07E-08,1.39E-07,5.21E-07,8.49E-06,3.59E-08,1.66E-09,7.01E-07,0.999900818,2.27E-06,2.27E-08,9.26E-09,2.25E-06,3.11E-07,2.55E-06,2.90E-10,2.21E-05,5.02E-05
Img-31.jpg,2.87E-07,9.74E-09,8.07E-07,4.99E-05,2.72E-07,3.26E-08,4.47E-06,3.78E-06,4.00E-08,4.50E-07,8.55E-06,3.52E-08,1.41E-07,6.42E-08,1.38E-07,1.30E-06,2.21E-07,4.18E-08,5.97E-08,2.95E-06,0.000146727,1.28E-07,1.45E-07,3.58E-09,1.01E-07,5.69E-06,4.46E-07,9.75E-09,1.67E-07,0.999773026
Img-32.jpg,2.08E-10,3.56E-10,9.52E-10,3.30E-09,0.998922944,9.39E-11,7.86E-09,2.19E-09,5.16E-10,1.15E-09,4.94E-08,5.20E-09,9.05E-09,5.12E-10,5.92E-10,1.43E-07,1.08E-09,2.05E-09,0.001076311,6.24E-10,9.67E-10,1.83E-10,3.79E-08,2.63E-10,2.20E-10,5.98E-10,2.26E-10,5.42E-10,6.31E-11,1.81E-09
Img-33.jpg,4.33E-10,5.22E-08,3.69E-09,8.15E-10,1.61E-09,4.65E-09,8.44E-06,1.88E-09,1.78E-09,1.25E-10,3.50E-08,0.999975204,3.24E-09,7.15E-09,9.06E-08,1.94E-11,2.55E-09,1.01E-09,2.51E-09,7.23E-09,4.80E-09,1.79E-09,1.45E-05,1.09E-08,1.70E-09,8.62E-09,5.86E-09,2.17E-06,1.08E-09,3.23E-09
Img-34.jpg,7.38E-09,6.61E-08,3.26E-10,4.12E-07,1.65E-10,2.22E-08,9.74E-11,6.06E-09,1.40E-10,2.97E-09,2.11E-10,9.39E-10,2.44E-10,3.57E-09,6.61E-11,1.16E-09,7.79E-10,2.74E-09,5.67E-10,8.83E-06,2.70E-09,1.42E-09,1.13E-10,3.90E-11,0.999990463,2.88E-08,7.28E-10,2.91E-10,3.16E-08,1.75E-09
Img-35.jpg,1.92E-09,2.20E-10,0.000302812,4.61E-10,2.37E-10,6.94E-10,7.12E-10,2.08E-09,5.96E-10,1.12E-10,1.40E-09,1.18E-09,3.72E-11,1.87E-10,5.63E-09,8.83E-10,1.31E-08,0.999696791,1.04E-10,2.67E-10,1.74E-08,2.34E-07,7.18E-12,2.58E-09,1.51E-09,3.25E-10,9.83E-09,1.93E-10,6.53E-07,1.02E-10
Img-36.jpg,8.61E-10,2.23E-09,1.09E-08,1.86E-07,1.09E-09,1.87E-08,1.30E-08,9.51E-10,5.11E-10,1.57E-09,1.30E-09,6.10E-10,1.87E-10,2.17E-09,3.97E-09,1.20E-09,9.26E-07,1.07E-08,2.14E-10,5.16E-09,1.99E-07,1.55E-07,8.80E-10,6.24E-10,2.14E-08,3.88E-07,0.999998093,1.00E-10,2.48E-08,3.08E-09
Img-37.jpg,5.67E-07,2.40E-05,4.45E-05,0.000453093,7.67E-05,7.93E-07,9.68E-07,4.76E-06,1.22E-06,0.004894407,0.063625336,2.12E-06,6.16E-06,0.001119658,6.66E-05,0.000327967,1.09E-05,0.001794047,1.59E-07,2.41E-05,0.005686331,2.29E-06,7.96E-06,1.66E-05,4.22E-06,4.57E-06,0.000236266,3.64E-06,0.000246961,0.921312571
Img-38.jpg,1,3.23E-07,8.85E-10,1.99E-07,1.09E-08,1.90E-08,1.50E-09,7.83E-10,3.91E-08,3.43E-09,1.56E-09,3.17E-09,1.06E-08,1.83E-08,5.94E-10,8.69E-09,5.48E-09,4.04E-10,1.30E-09,3.55E-10,1.34E-08,2.23E-09,8.98E-09,5.27E-10,8.84E-09,4.23E-08,9.25E-09,1.93E-10,9.18E-08,1.37E-09
Img-39.jpg,2.95E-11,1.99E-09,1.64E-11,1.03E-10,7.96E-12,1.86E-07,4.30E-10,4.47E-05,7.56E-08,0.999948502,8.27E-11,1.28E-09,1.45E-10,1.23E-09,6.46E-10,4.60E-09,3.65E-10,6.52E-11,8.04E-12,4.48E-09,4.52E-09,8.46E-11,3.41E-11,3.27E-12,2.14E-07,4.08E-10,2.09E-10,9.26E-13,1.80E-10,6.10E-06
Img-40.jpg,0.000191704,0.924631894,8.00E-06,2.45E-05,1.17E-06,9.52E-05,0.011459016,1.34E-07,2.85E-07,9.86E-06,5.78E-06,1.98E-05,7.41E-05,3.54E-06,1.57E-06,0.002211902,2.00E-06,3.80E-06,4.88E-06,2.90E-06,3.48E-05,1.29E-06,0.000188302,4.30E-08,8.71E-06,0.060923997,9.24E-06,1.13E-05,2.81E-05,4.23E-05
Img-41.jpg,0.000178605,0.000139584,2.98E-05,4.33E-05,1.22E-05,0.016828546,7.98E-05,0.012562783,0.96438247,0.000885025,1.45E-05,2.01E-05,0.000218058,2.55E-05,6.70E-05,9.75E-05,0.000339902,8.26E-05,2.40E-05,0.001182558,0.000114215,0.000791873,1.90E-05,4.46E-05,0.001396094,7.41E-05,7.88E-05,1.96E-05,0.000230012,1.81E-05
Img-42.jpg,2.24E-09,1.15E-10,5.70E-09,1.54E-10,6.38E-10,3.46E-08,1.53E-08,0.999782562,2.55E-07,0.000217974,4.50E-09,3.39E-09,7.70E-08,7.34E-09,9.62E-10,5.20E-09,4.03E-10,4.73E-10,5.55E-10,3.48E-08,4.41E-08,2.95E-09,2.18E-11,3.83E-10,2.25E-08,3.12E-09,8.19E-10,5.12E-10,2.29E-09,2.30E-08
Img-43.jpg,3.34E-05,3.49E-07,3.41E-06,1.50E-06,0.000643449,3.08E-07,5.60E-07,2.32E-07,1.12E-06,0.000275064,1.57E-05,1.08E-07,0.068414278,3.11E-06,1.55E-07,0.930182636,4.50E-07,6.97E-08,0.000331564,1.12E-07,8.19E-06,8.68E-08,1.44E-06,1.42E-08,6.01E-05,9.15E-07,7.89E-08,3.19E-07,7.03E-06,1.40E-05
Img-44.jpg,4.73E-05,5.18E-06,7.28E-05,0.018064685,1.28E-06,0.000124593,4.46E-06,6.25E-06,2.88E-05,1.19E-05,3.73E-05,1.35E-05,7.99E-06,4.56E-06,3.92E-05,2.59E-05,0.000467349,0.005191331,1.91E-06,0.018644663,0.00538198,4.22E-05,5.68E-05,5.20E-05,0.949359596,1.00E-05,1.47E-05,4.03E-06,0.001774375,0.000503446
Img-45.jpg,2.78E-08,7.40E-10,7.22E-09,8.52E-11,2.29E-10,1.05E-09,2.38E-09,9.47E-10,1.74E-10,2.55E-10,1.55E-11,1.27E-09,1,9.75E-11,2.61E-10,4.34E-10,1.50E-09,1.71E-11,2.53E-07,1.37E-10,4.71E-11,2.92E-10,1.09E-09,9.06E-11,9.51E-11,1.33E-09,1.53E-09,5.81E-10,7.53E-11,4.42E-10
Img-46.jpg,4.17E-07,5.70E-06,0.000152347,1.54E-05,0.002621224,5.73E-06,8.16E-05,7.90E-06,4.53E-06,2.64E-05,0.966492772,3.24E-06,1.09E-05,8.78E-06,7.29E-05,0.000107105,6.84E-07,0.029610263,3.51E-05,5.49E-07,1.08E-05,1.28E-07,7.93E-06,8.09E-05,3.96E-05,1.69E-06,3.63E-07,0.00047923,0.000109121,6.87E-06
Img-47.jpg,7.84E-09,9.74E-08,8.27E-08,1.80E-09,1.54E-07,1.83E-08,1.01E-08,3.18E-08,6.44E-08,1.93E-07,4.65E-10,5.05E-09,0.999998093,4.53E-07,4.02E-10,9.47E-08,1.72E-09,7.35E-09,1.28E-08,3.64E-08,2.67E-09,2.28E-09,9.22E-08,4.97E-08,2.74E-08,6.00E-08,9.44E-09,2.80E-07,3.63E-09,5.34E-09
Img-48.jpg,1.09E-07,2.46E-10,3.15E-12,1,4.46E-10,5.81E-10,1.35E-10,7.85E-11,2.68E-08,5.16E-10,1.83E-11,6.17E-11,1.18E-10,3.41E-09,2.15E-10,1.35E-10,7.12E-09,1.61E-09,7.55E-11,9.11E-09,1.21E-09,4.25E-10,1.32E-08,4.18E-08,1.53E-09,8.69E-11,7.34E-08,2.66E-10,1.62E-09,5.14E-08
Img-49.jpg,1.08E-05,1.26E-06,4.93E-06,7.61E-06,6.97E-07,4.40E-05,6.12E-06,0.03746495,0.000277512,0.955906272,0.000804925,2.80E-06,6.72E-05,4.11E-05,3.95E-06,5.62E-05,4.22E-06,6.79E-06,2.01E-06,6.67E-05,3.26E-05,5.59E-06,1.29E-06,1.26E-06,0.000761587,1.76E-05,2.31E-06,9.50E-07,4.75E-05,0.00434952
Img-50.jpg,2.50E-06,2.58E-07,5.64E-07,2.80E-06,1.55E-06,5.75E-05,9.28E-07,0.000144955,0.999568105,9.20E-05,2.95E-06,2.38E-06,3.48E-05,1.21E-06,2.22E-07,8.57E-06,1.59E-06,7.46E-07,1.71E-06,3.58E-06,1.27E-06,2.65E-06,3.39E-05,1.04E-06,2.66E-05,6.29E-08,2.79E-07,4.64E-07,4.88E-06,2.71E-07
Img-51.jpg,0.000289553,1.45E-06,3.84E-07,9.75E-07,3.46E-05,5.30E-08,3.51E-07,1.30E-08,1.47E-07,7.92E-07,1.86E-05,1.38E-08,1.15E-05,3.11E-07,1.13E-07,0.999634802,2.30E-07,1.83E-08,1.12E-06,1.92E-08,9.78E-08,1.37E-07,3.30E-06,2.46E-08,1.08E-08,5.25E-08,8.88E-08,3.37E-09,4.94E-09,1.74E-06
Img-52.jpg,1.76E-09,7.39E-06,5.77E-08,2.15E-09,1.39E-10,0.999622405,1.14E-07,1.79E-05,1.74E-07,0.000351422,8.16E-09,2.68E-09,5.76E-10,8.88E-09,8.71E-09,1.53E-08,2.38E-09,1.78E-08,1.40E-10,9.30E-09,2.55E-07,7.30E-08,1.58E-09,1.63E-10,3.19E-07,7.56E-09,1.44E-08,3.29E-10,1.22E-08,1.43E-08
Img-53.jpg,1.82E-06,1.15E-07,3.80E-07,1.26E-06,7.79E-06,1.07E-06,2.84E-07,0.999525189,0.000241229,7.98E-06,1.77E-05,1.94E-06,4.66E-07,2.57E-07,9.64E-07,3.81E-07,5.79E-08,1.15E-07,0.000166543,2.04E-05,1.90E-07,2.33E-08,1.30E-07,2.94E-07,5.81E-07,1.88E-07,5.17E-07,1.08E-07,1.52E-06,5.11E-07
Img-54.jpg,1.36E-06,4.70E-09,3.09E-09,2.29E-07,0.999982834,6.69E-09,3.33E-09,2.22E-08,1.18E-08,1.87E-08,9.54E-08,5.39E-08,2.80E-08,3.18E-08,5.78E-09,5.14E-08,5.10E-08,2.64E-08,1.44E-05,8.28E-09,5.90E-09,7.66E-09,1.84E-07,4.07E-09,4.30E-08,1.89E-08,1.13E-07,2.27E-08,1.38E-08,4.49E-09
Img-55.jpg,5.91E-09,1.61E-09,2.30E-10,1.44E-08,0.999998093,4.84E-10,2.30E-09,5.38E-10,1.30E-10,5.73E-11,1.75E-09,5.70E-09,4.86E-10,1.66E-09,7.65E-10,8.83E-09,9.64E-10,8.70E-09,1.71E-06,7.17E-10,2.78E-10,1.50E-10,2.01E-08,5.54E-10,4.34E-09,1.54E-09,3.62E-10,4.71E-09,4.61E-10,5.86E-11
Img-56.jpg,2.05E-07,8.84E-08,6.99E-08,6.18E-08,7.47E-07,1.36E-06,6.47E-08,3.98E-06,4.34E-07,6.73E-06,2.29E-07,1.97E-08,0.999956131,1.31E-07,2.03E-08,2.35E-05,3.80E-08,1.09E-07,3.99E-06,2.50E-07,7.31E-09,5.10E-08,6.41E-07,4.08E-07,1.95E-07,4.77E-08,2.17E-07,5.17E-08,7.68E-09,2.43E-07
Img-57.jpg,1.28E-10,7.54E-12,1.12E-10,5.83E-11,1.12E-10,4.45E-07,3.01E-09,0.999998093,6.90E-07,1.17E-07,1.58E-09,2.40E-10,1.35E-09,1.33E-09,1.93E-10,3.30E-11,1.93E-11,1.17E-10,1.09E-09,3.20E-09,3.19E-11,1.49E-10,4.93E-12,4.66E-09,4.16E-10,1.19E-09,4.00E-10,6.76E-11,5.05E-11,3.27E-10
Img-58.jpg,3.27E-07,2.29E-09,3.85E-08,4.11E-07,1.37E-05,2.93E-08,6.36E-08,1.06E-07,4.39E-05,5.46E-06,6.37E-07,5.06E-08,0.999900818,1.57E-07,2.58E-09,1.28E-05,6.52E-09,2.98E-08,1.01E-05,1.23E-07,2.04E-08,8.90E-10,1.01E-05,1.59E-09,4.00E-07,1.10E-08,2.66E-09,1.91E-08,3.31E-08,1.44E-06
Img-59.jpg,6.79E-05,1.93E-08,5.00E-07,2.67E-06,0.999289751,5.52E-08,7.51E-08,4.88E-07,4.62E-07,1.72E-06,1.64E-05,9.56E-06,2.03E-05,4.02E-07,1.75E-07,5.49E-06,8.94E-08,9.75E-07,0.000547276,2.74E-07,1.15E-07,1.03E-07,2.50E-05,1.17E-06,3.92E-07,2.19E-07,2.31E-06,7.99E-07,3.28E-08,5.00E-06
Img-60.jpg,9.18E-06,3.36E-08,1.86E-08,2.44E-09,1.03E-07,6.79E-09,7.13E-08,3.67E-07,3.10E-08,1.02E-07,1.85E-07,2.94E-08,0.999948502,3.63E-08,4.14E-09,4.05E-05,7.60E-09,4.86E-09,5.11E-07,5.22E-09,4.81E-09,7.88E-09,1.68E-07,8.60E-08,5.22E-08,1.37E-08,1.53E-08,1.68E-08,2.60E-09,4.04E-07
Img-61.jpg,2.99E-08,2.88E-08,1.32E-08,5.75E-07,2.21E-09,2.24E-08,1.01E-07,5.78E-07,9.77E-08,1.08E-07,5.39E-08,1.32E-08,3.32E-10,1.46E-08,6.57E-09,1.16E-08,3.39E-08,4.39E-08,2.20E-10,1.44E-07,0.999982834,4.08E-07,5.24E-10,1.04E-08,1.36E-06,5.91E-08,7.70E-07,1.77E-09,4.13E-06,9.13E-06
Img-62.jpg,1.68E-12,2.38E-10,2.31E-12,4.99E-12,7.47E-12,2.74E-13,1.17E-11,2.05E-13,3.15E-11,1.57E-11,7.27E-12,9.66E-11,1.58E-11,1,5.97E-10,2.92E-12,9.44E-11,6.05E-13,1.76E-11,3.11E-11,3.66E-13,4.58E-11,9.05E-12,7.23E-09,5.93E-11,3.48E-10,8.58E-12,8.58E-09,2.71E-12,1.62E-12
Img-63.jpg,1.24E-07,9.22E-08,1.05E-06,4.47E-05,1.49E-07,9.99E-09,2.06E-06,9.82E-10,9.10E-09,2.84E-08,6.43E-06,2.21E-06,2.38E-08,3.51E-08,1.43E-07,1.38E-06,2.85E-07,6.68E-06,4.40E-09,2.53E-07,0.999610007,8.93E-08,4.21E-07,3.25E-09,2.84E-07,9.88E-07,0.000133515,3.69E-08,5.95E-06,0.000182627
